movie_name,year,genres,rating
Badla ......the revenge,2003,Action,6.0
Furyô banchô: Inoshika Ochô,1969,"Action, Crime",6.7
Jiang hu zi di,1976,"Action, Drama",5.9
Untitled Eric Bross Project,,"Action, Sci-Fi",
If I Only Knew,,Action,
Infiltrated,2018,Action,
Stand Alone,2018,Action,
Highlander: Apocryphal,,"Action, Adventure, Fantasy",
Psycho Varma,2021,Action,
My Destiny,,Action,
Hong Kong Kong,2022,Action,
That Others May Live,I,"Action, Drama, War",
"American Warfighter II, Celcius",,Action,
Myeongdong chulshin,1969,Action,
"Capt. Jesus Buenaventura, MPD: Anti Hoodlum",,Action,
"Run, Run, Rudolph",,Action,
God Directed,2016,Action,
Kiskisan,,Action,
Laj o lajbazi,1972,"Action, Comedy, Drama",4.5
Ezo yakata no ketto,1970,Action,6.7
Subash,1996,Action,7.1
A Race for Life,1928,"Action, Adventure, Drama",6.6
Inu hashiru,1998,"Action, Drama",6.8
Love Freely But Pay for Sex,2013,"Action, Comedy, Drama",6.8
The Devil's Eye,1994,Action,3.9
Po tonkomu ldu,1966,"Action, Adventure, Mystery",6.8
Rufescent,2020,Action,
DL Moody & The Scarlet Thread,,"Action, Biography, Drama",
Mujeres De Arranque,2015,Action,
Musaa: The Most Wanted,2010,"Action, Crime, Thriller",4.0
Moha,,"Action, Comedy",
Enter the Wushu,,"Action, Adventure, Comedy",
Sorry Daddy,2015,Action,6.0
Untitled Stephen Gaghan Project,,"Action, Thriller",
Red Nation,2014,Action,
Dead Guys Don't Talk,,"Action, Drama",
Fanko,2016,"Action, Drama, Thriller",6.7
The Grozny Girl,,Action,
Hanson,,Action,
Confidential Source Ninety-Six,,Action,
Kill Me Not,,"Action, Crime, Drama",
The Dead Sleep Easy,2007,"Action, Drama, Western",4.7
Correlated,,"Action, Comedy",
Capman: The First Hero,,"Action, Adventure, Sci-Fi",
Ama namin,1998,"Action, Drama",
The Five of Super Rider,1976,Action,
Z.O.D.,,Action,
Silent Stranger,2011,"Action, Adventure, Western",
Fakebook,,"Action, Crime, Thriller",
The White Rose,I,"Action, Adventure, History",
Edge of the Unknown,,"Action, Horror, Thriller",
Out of the Storm,1948,"Action, Crime, Drama",5.9
The Meek,2017,Action,5.0
Hollywood Hit,,"Action, Comedy",
Torakku yarô: Dokyô ichibanboshi,1977,Action,6.5
Afganets-2,1994,Action,4.5
Thaman Al Ghorbah,1987,Action,4.6
Sahabat,1991,"Action, Comedy, Romance",7.8
Sasabayan kita sa impiyerno,1983,Action,
Trouble in Paradise,,"Action, Comedy, Crime",
First Person Shooter,II,Action,
Aranyakanda,1987,Action,7.8
A War Without Love,,"Action, Drama, War",
Help,IV,"Action, Crime, Drama",
Hating Tony Hawk,,"Action, Comedy",
Clancy of the Mounted,1933,"Action, Adventure, Drama",3.8
Ostatni swiadek,1970,"Action, Adventure",5.2
Finding Purpose,2019,"Action, Adventure, Drama",6.8
Badr,2001,"Action, Drama, Romance",2.2
On za rôdo,1982,"Action, Drama",
Aaj Ka Samson,1991,"Action, Romance",3.2
Jampang,1990,Action,
Pineland,,Action,
No Prior History,,Action,
Blood Hunt,,"Action, Romance",
The Heshuo Misty Clouds,2018,Action,8.0
Pathfinder,II,"Action, Drama",
Huk sa bagong pamumuhay,1953,"Action, Drama",7.0
Johnny Reb,,"Action, Drama",
Revenge of the Flying Guillotine,,Action,
Misión sangrienta,1990,"Action, Crime, Drama",
Dancing Karate Kid,2013,"Action, Comedy, Music",6.8
Fury of Shaolin Fist,1979,"Action, Drama",
Anjels of Lion City,,"Action, Crime, Drama",
Si Rawing,1991,Action,
Ddukbang,2006,"Action, Crime",5.6
Black & White,2018,"Action, Drama",4.6
Parrot Unit,1988,"Action, Comedy, War",
Manchester City vs Newcastle United,2011,Action,
Time Travellers,,"Action, Adventure, Fantasy",
Kurukshetramu,1977,"Musical, Drama, Action",7.9
Detached,X,"Action, Thriller",
Sindoor,1991,"Action, Drama, Romance",
Kundan,2004,Action,7.0
Dragons of Camelot,,"Action, Fantasy",
Bobbili Brahmanna,1984,"Action, Drama",6.1
We're in the Legion Now,1936,"Action, Adventure, Comedy",4.8
Digmaan... Sa pagitan ng langit at lupa,1983,"Action, Comedy, War",
Unknown Woman of Kanto,1969,"Action, Crime",
Nodes,,"Action, Sci-Fi",
Girl Gone Crazy,,Action,
La marca del gavilán,1962,"Action, Adventure, Drama",
The Love Special,1921,"Action, Adventure, Drama",6.9
Gemeni,2002,"Action, Drama",6.1
Dark Intentions 2: Escalation,2019,Action,
Los Muertos Desperados,2017,"Action, Adventure, Thriller",
Money to Burn,2010,"Action, Comedy",6.3
Walang piring ang katarungan,1990,"Action, Drama, Thriller",4.0
Romantic Retrievals,,"Action, Horror, Romance",
Jigri Yaar,1984,"Action, Crime, Drama",7.4
Detained in the Desert,2013,"Action, Drama",6.8
Soy como el Tigre,2013,Action,
Cai li fu quan,2011,"Action, Comedy",4.4
Wolf Call,1939,"Action, Adventure, Drama",6.1
Alex Boncayao Brigade: The Liquidation Arm of the NPA,1988,Action,
Struggle on the Wulinclen,2015,"Action, Drama, History",8.2
"Hermana, pero ¿qué has hecho?",1995,"Action, Comedy",4.9
The Wizerd of OTT,,Action,
The Almighty Tycoon of the Ninja,2008,"Action, Comedy, Sci-Fi",6.9
Tales of Young Genji Kuro 1,1957,Action,6.6
Rescue Team,1983,"Action, Adventure, War",4.3
Gunda Mawali,1995,Action,
Makoki: Un Amor de Muerte,2019,"Action, Comedy, Romance",3.1
Maranatha,1982,"Action, Drama",
A Taste of Hell,1973,"Action, War, Drama",5.0
King of the Cannibals,,"Action, Adventure, History",
Batman: Crusader,2014,"Action, Crime, Drama",5.8
Turned,,"Action, Horror",
Whistling in the Dark,1961,Action,
The Radio Detective,1926,"Action, Adventure, Mystery",6.1
Mangal Dada,1986,"Action, Drama",
No Rest for the Wicked,2010,"Action, Crime, Romance",
Gun Crazy 3: Traitor's Rhapsody,2003,Action,6.1
Dragon Black,2015,Action,
Amansiz Takip,1967,"Action, Crime, Drama",3.8
Singaporenalli Raja Kulla,1978,"Action, Drama",8.2
Jin's Emperor,2021,Action,8.0
Jellyscream!,2008,"Action, Comedy, Horror",7.2
Foreshadow,2019,Action,
Night Run,2011,"Action, Comedy",
Shinjuku Bred,1968,"Action, Crime",
The Ice Flood,1926,"Action, Adventure, Drama",6.1
Aftershock,II,Action,
Target Kolkata,2013,"Action, Drama, Romance",
Haji Khokhar,1977,Action,
Red Haired Tumbler Di Malaya,1994,"Action, Drama",
Garcia 2: The Rebirth,2022,"Action, Drama",
Cloak,,"Action, Fantasy, Romance",
Tiger Heart,,"Action, Adventure, Romance",
Roughneck,1969,"Action, Crime, Drama",6.8
Hidden Star,I,"Action, Drama, Sport",
The Buelta Force,1986,"Action, Comedy, War",
Hei ling guan,1972,"Action, Drama",6.3
RiffTrax: Star Wars: The Last Jedi,2018,"Action, Sci-Fi, Comedy",3.8
Tariel Golua,1968,"Action, Romance",7.6
Vuh: The Movement,,"Action, Fantasy, History",
Power Connection,1995,"Action, Comedy, Drama",3.8
From Ashes,2021,"Action, Fantasy, Romance",
Padanayakan,1996,"Action, Comedy",4.9
Alka,1990,"Action, Drama",
The Lady Dabang,2015,Action,
Wanting,2022,Action,
Hahalik ka rin sa lupa,1990,"Action, Drama",
"2054: A Princess, A Soldier, and A Tailor",2018,Action,
Infected,,"Action, Horror, Sci-Fi",
Age of Vengeance,,"Action, Crime, Mystery",
Shaolin Deadly Hands,1978,"Action, Drama",5.8
The Black Messiah Murders,,"Action, Crime, Drama",
Temper,,Action,
Ee Kaikalil,1986,"Action, Drama",5.3
Consequences,2012,"Action, Drama, Horror",
Yudda Bhoomi,1988,"Action, Drama",8.0
Ang mahiwagang daigdig ni Elias Paniki,1989,"Action, Drama, Fantasy",5.3
Secret Intelligence,2018,"Action, Crime",
Across the Rising Sun,2020,Action,
Pigulki dla Aurelii,1958,"Action, Drama, War",6.2
Shi men wei feng,1972,Action,6.3
Trigger Reaction,,Action,
En defensa propia,1977,"Action, Crime, Drama",6.8
Cold Steel,1921,"Action, Drama",
Xiao Li fei dao zi Fei dao wai chuan,2000,"Action, Adventure",4.3
Walang hanggan!,1964,Action,
Qing ren kan dao,1984,"Action, Drama",5.8
The Iron Woman,1987,"Action, Crime, Drama",4.4
"Snuff, el placer de mirar",2004,"Action, Crime, Thriller",
Yadon Ka Bazar,1988,Action,
Fire Mountain,,"Action, Adventure, Drama",
Titanes en el ring,1973,"Action, Comedy, Family",7.1
Set Me Free!,1988,"Action, Drama",6.2
Safak Sökerken,1988,"Action, Adventure",3.5
Cosmic-Man,,"Action, Fantasy, Sci-Fi",
Räuberinnen,2009,"Action, Adventure, Comedy",4.3
Moe Berg: The Quiet Hero,,Action,
Rana Bhumi,1995,Action,6.6
Androids,I,"Action, Thriller",
Legacy of the Tengu,2014,"Action, Family, Fantasy",5.0
Comandos azules en acción,1980,"Action, Adventure",4.3
Collision,II,Action,
Inspector Gullu,2018,Action,7.4
Wildtrack,,"Action, Adventure, Thriller",
Meng hu fa huo,1989,"Action, Comedy, Crime",5.0
In Debt Deep,,Action,
The Reconnaissance of Josie Laurene,2017,"Action, Comedy, Crime",
Rokudenashi Blues II,1998,Action,
Xiao yao fang,1973,Action,5.5
The Trust,I,"Action, Comedy, Crime",
Prema Pandem,2017,Action,
Cruisin' for a Bruisin,,"Action, Comedy",
Super Boy,2021,Action,
Xue qiang lei ying,1993,"Action, Drama",
Lisandro Boccacci's Feature of Short Films,,"Action, Comedy, Crime",
Killshot,,"Action, Comedy",
Tu Mori Paain: The Last Love Story,2009,"Action, Drama, Musical",4.3
Chron,,Action,
Law Men,1944,"Action, Music, Western",5.5
Teen Ustad,1961,"Action, Adventure, Crime",
Shipwrecker,,Action,
Across Darkness,1959,"Action, Crime",6.8
Prizrak,1991,"Action, Thriller",7.4
Trapezoid,,"Action, Sci-Fi, Thriller",
Lord Bellfordine,,"Action, Adventure, Thriller",
Saur Sepuh V: Istana Atap Langit,1992,Action,6.8
Darkness on the Edge of Town,2020,Action,
The Expired,2018,"Action, Horror",
Kakuto,2002,"Action, Crime, Drama",6.8
Chirasathi,2008,"Action, Comedy, Drama",6.1
Tattoo Girl,1993,Action,5.2
Dai ying xiong,1978,"Action, Drama",6.7
Vilma veinte nueve,1975,"Action, Adventure",
A Idiot Lost in Xiangxi,2016,"Action, Adventure, Comedy",5.0
The Mysterious Stranger,1925,"Action, Drama",
La spia che viene dal mare,1966,Action,5.3
Shadow Men,,"Action, Mystery, Sci-Fi",
Aithe 2.0,2018,Action,5.8
Ganges of India,,"Action, Crime, Drama",
Ang pumatay ng dahil sa iyo,1989,Action,8.9
Lady Inspector Renuka,1993,Action,
Chelovek v shtatskom,1973,"Action, Adventure, War",5.9
Riding Hood,II,Action,
Squadron of Honor,1938,"Action, Crime, Drama",
Unknown Nation: Potion Wars,2017,"Action, Sci-Fi",
Marilyn's Back,,Action,
Si-Te-Cah: The Ghost Warrior,,"Action, Horror",
American Dream,III,Action,
Left for Red: Betrayal,,Action,
I'll Get You,,"Action, Comedy, Crime",
Justice Chowdhary,1982,"Action, Drama",6.1
Protection,II,Action,
Black Sheep Squadron,2004,Action,
Canyon's Edge,,"Action, Thriller",
Get Your Man,1921,"Action, Drama",
Game Master,,Action,
Heartland,,Action,
Gridlocked Shanghai,,Action,
The Flower on the Road,,"Action, Drama, Romance",
Sgt Patalinhug: CIS Special Operations Group,1991,Action,
Imperial Conquest,2010,"Action, Adventure",
Da luo jian xia,1970,Action,6.8
13 Floors of Danger,,Action,
Agnee 3,2020,Action,
The Kings of Angkor: Army of a Thousand Elephants,,"Action, Adventure, Fantasy",
She and Politics,2014,Action,8.0
1870 Texas,2014,"Action, Adventure, Western",
Sanda Wong,1955,"Action, Drama",6.8
Whisper III - Asuri,,"Action, Horror, Sci-Fi",
Cichonga,2013,"Action, Comedy",6.9
Jue bi tai yang ta,1977,"Action, Drama",6.0
La metralleta infernal,1991,"Action, Crime, Fantasy",6.2
Daag: The Burning Fire,2002,Action,7.7
WE,2020,Action,
Roda-roda,1985,"Action, Comedy",
You Are Here,2004,"Action, Comedy, Crime",4.9
Dusk of the Peeping Toms,2010,"Action, Comedy, Drama",
Felices los que lloran,2015,"Action, Drama, Thriller",5.5
Chasing the Moon,1922,"Action, Comedy, Drama",
Untitled Action Film Project,,Action,
Cartier,2001,Action,7.9
The Field,IX,"Action, Adventure, Drama",
Jandals,,"Action, Adventure, Drama",
The Finest Hour,2009,"Action, Thriller",6.2
Khooni Saya,1970,Action,
Once an Eagle,,Action,
The Forgotten Jewel,2010,Action,5.6
Taven,2015,"Action, Fantasy",3.3
C.I.G.A.R.,2014,"Action, Crime, Drama",
Spiritual Warfare,2010,"Action, Biography, Drama",
Bijlee,2000,Action,
Danger Patrol,1928,"Action, Drama",
Annadammula Anubandham,1975,Action,7.4
The Match Girl,2016,"Action, Fantasy",
¿Nos traicionará el presidente?,1988,"Action, Crime, Drama",5.6
Narcosys,2000,"Action, Sci-Fi",3.6
The Quarterback,II,Action,
Partners in Crime,1928,"Action, Adventure, Comedy",2.3
Cronica roja,1979,"Action, Crime, Drama",6.4
Un brillante propósito,2009,"Action, Crime, Drama",
Perfect Killer,2005,"Action, Comedy",4.9
Code Name Thumbtack,,Action,
Winters,2012,"Action, Thriller",
Tracked by the Police,1927,"Action, Adventure, Drama",5.7
Pipo,1970,"Action, War",7.6
The Mummerman,2010,"Action, Comedy, Crime",8.3
Soldiers of the Sun,,"Action, Sci-Fi",
Rifftrax: Solo: A Star Wars Story,2018,"Action, Comedy, Sci-Fi",
Jasoos,1955,"Action, Thriller",
The Adventures of the Zordine Warriors,1997,"Action, Adventure, Family",
Ayokong tumungtong sa lupa,1987,"Action, Drama",
Tijju Bhai,2022,Action,
Gray Wall Gear,2022,"Action, Crime, Drama",
Mahal... Ginagabi ka na naman,1979,"Action, Comedy, Romance",
Hokori takaki chosen,1962,"Action, Crime",5.9
On the Count of Three,,"Action, Western",
Pale Horse,V,Action,
A Man from Nowhere,1920,"Action, Adventure, Western",3.4
Dagul,1993,Action,
Tiger,1979,"Action, Drama",6.9
Zakhmee Insaan,1982,"Action, Thriller",4.8
Killer Dogs,2001,Action,
Meng quan lan hua shou,1979,Action,5.2
Black Flag,I,Action,
Liberate,,Action,
Heroes of Africa: Tetteh Quarshie,2020,"Action, Adventure, Fantasy",
Cool & the Crazy,,Action,
Ikidomari no Banka: Brake out,1988,"Action, Drama",6.7
The Tiger's Trail,1919,"Action, Adventure, Romance",2.7
Dieary,,"Action, Drama, Horror",
Patrulla de valientes,1968,"Action, Adventure, Comedy",5.5
Droids,,"Action, Adventure, Sci-Fi",
Sundowners,,Action,
Renegade Force,1988,Action,
Fuse,II,Action,
Not Guilty,2018,"Action, Drama",4.5
Sunset Haze,,"Action, Crime",
Stop Muckin About,,Action,
A Man Among Men,1996,"Action, Romance",5.5
Neko Ninja,2022,"Animation, Action",
Conspiracy Child,2020,"Action, Drama, Fantasy",
Gui hou duan hun dao,1976,"Action, Adventure",4.1
My Heart Dies with You: Hearts at War,,"Action, Romance, Thriller",
Kamandag ng dagat-dagatan,1994,Action,
Itataya ko ang buhay ko,1996,"Action, Drama",
Meng gui shan fen,1991,"Action, Comedy, Horror",4.2
Poles Apart,I,Action,
Vairi-Jatt,1985,"Action, Crime, Drama",7.0
Yue nan zi,1982,Action,
Loukasmäen Taistelu,2019,"Action, Adventure, Drama",4.9
Beta Hokhe Ta Aisan,2017,Action,4.2
Yodha the Warrior,2002,Action,7.9
Macho-nurin,1983,"Action, Comedy",
Aga,2021,Action,
The Kaiju Score,,"Action, Crime, Thriller",
Rise,VI,"Action, Sci-Fi",
The Parallax Organisation,,Action,
Rashtraveer Shivaji,1962,"Action, Adventure, Drama",6.6
Red Princess Blues,,Action,
An Ideal to Die For,2022,"Action, Adventure, Comedy",
Faster Back,,Action,
Racing Luck,1935,"Action, Adventure, Crime",6.0
Mark Antony,2000,"Action, Thriller",4.3
The Falcon,1989,"Action, Adventure, Crime",
Bombay Town,1975,Action,
Sudesi,2005,"Action, Crime, Drama",3.9
Two Tribes,,Action,
100 Days,II,"Action, Adventure, Drama",
Wu lin feng yun,1970,"Action, Adventure",6.2
Alamet,2022,"Action, History, Horror",
Flames of Blood,1981,"Action, Crime",6.6
Buscando al culpable,1990,Action,
The Blood of Warriors,,"Action, Fantasy, Thriller",
Reborn,VIII,"Action, Sci-Fi, Thriller",
Zig Zag,1963,"Action, Drama",6.6
Joker,1998,Action,
Jiang Hu,,"Action, Drama, Thriller",
Love Liv or Die,,"Action, Drama, Thriller",
Git,2015,"Action, Drama",5.3
The Secret Menace,1931,"Action, Adventure, Crime",6.7
Jagan nirdoshi,2013,"Action, Drama",6.3
The Pact,2003,"Action, Horror",
Chousei Kantai Sazer-X the Movie: Fight! Star Warriors,2005,"Action, Adventure, Sci-Fi",6.2
High Speed,I,Action,
Sinbad Khalashi,1930,"Action, Adventure",4.3
El robo imposible,1981,"Action, Comedy, Drama",5.8
Chopsuey Met Big Time Papa,1978,"Action, Comedy",
Kagemaru of the Iga Clan,1963,Action,5.6
Tangga and Chos: Beauty Secret Agents,1990,"Action, Comedy",6.6
Les Croute: Épisode final,2022,Action,
Sofer de mare viteza,1956,"Action, Comedy",
The Mercy Man,2009,"Action, Thriller",7.1
Captain Ion's Arrow,1973,"Action, Adventure, History",7.4
No Way Back,1990,"Action, Drama",5.9
The Hidden Town 2,2020,"Action, Fantasy, Mystery",5.9
Denounced,2017,"Action, Drama",6.7
Crossed,VII,"Action, Crime, Thriller",
Fallen Angel,II,"Action, Fantasy",
Patanga,1971,"Action, Comedy, Drama",5.7
Kadathanadan Ambadi,1990,"Action, Adventure, Drama",5.7
Rukhsana,1955,"Action, Adventure, Drama",
Sye Aata,2010,"Action, Comedy, Drama",4.8
POO Facing Italian Warrior - Bao Bei Long,,Action,
Kiladi Kittu,1978,"Action, Adventure, Crime",6.2
Let's Go,1923,"Action, Adventure, Drama",4.9
Jaydev,2001,Action,6.0
Red Coat,,"Action, Crime, Sci-Fi",
Baghi,1953,"Action, Drama",
The Algebra of Death,,Action,
Furyo bancho okuri ookami,1969,"Action, Crime",
Psychotropica,2009,"Action, Drama, Fantasy",6.1
Citadel of Crime,1941,"Action, Crime, Drama",5.2
Wayfarers,,"Action, Sci-Fi",
Kôdo nanasen metoru: kyôfu no yojikan,1959,"Action, Thriller",6.1
Happy Days,2018,"Action, Drama, Romance",
Magdaleno Orbos: Sa kuko ng mga lawin,1992,Action,
Janbaz,1987,"Action, Drama",
Belyy vzryv,1969,"Action, History, War",6.9
Jefe de vigilancia,1992,"Action, Crime, Drama",
Hamburger Johnny,1988,Action,
Unbeatables,2001,Action,3.8
Zharkoye leto v Kabule,1983,"Action, Drama, War",6.2
Onna no keisatsu,1969,"Action, Crime",6.0
Hantik,1950,"Action, Drama",
The Great Villain's Strategy,1966,"Action, Comedy, Crime",
Mahserin Üç Delisi,2018,"Action, Comedy",
Sirena,I,"Action, Crime, Drama",
Tulisan,1962,"Action, Crime, Drama",7.6
Wild Card,,Action,
The Fighting Mayor,1983,Action,
Jeongmumun,1977,Action,4.9
Hagibis,1947,"Action, Drama",
James Acraman's stcfyo,,"Action, Horror",
Hitman,1997,Action,7.5
Political Prisoner,,Action,
Dominion,I,"Action, Sci-Fi, Thriller",
Maharathi Karna,1944,"Action, Adventure, Drama",7.2
Jackie Ross,,Action,
"Khoj, the Search",2010,"Action, Romance",5.3
Common Outlaws,2014,"Action, Drama, Western",4.8
Saboba,2012,"Action, Crime, Drama",3.2
The Vengeance,1992,Action,4.3
Love in Dust,,"Action, Drama",
Man Alive,II,"Action, Drama",
Ayahuasca,III,"Action, Horror, Thriller",
Drawn by Pain,2007,Action,8.6
Saved,I,Action,
Blowback,VIII,Action,
Al treilea salt mortal,1980,Action,5.9
Gunrunner,I,Action,
Fight Rich,,Action,
Hong men san zhu xiang,1982,"Action, Drama",
Oomappenninu Uriyadappayyan,2002,"Action, Comedy, Drama",5.1
The Boy Who Cried Robot,,"Action, Adventure, Sci-Fi",
The Longest Journey,II,"Action, Adventure, Drama",
Borderline,2003,"Action, Drama",7.5
The Orphan,II,Action,
The Plunderer,1915,"Action, Adventure, Romance",6.8
Young Gods of the New City,,Action,
Zoku Sûpâ jaiantsu - Dokuga ôkoku,1959,"Action, Adventure, Fantasy",6.5
Nu er dang zi qiang,1993,"Action, Crime, Drama",6.2
"Rap, revü, Rómeó",2004,"Action, Comedy, Crime",2.7
"Balcan, be Careful!",2014,Action,
Silent Echo,2012,"Action, Adventure, War",7.3
Kontra bandido,1986,"Action, Comedy",
Zombie Rio,,"Action, Horror",
Zwerbowana milosc,2010,"Action, Drama, Romance",6.2
Balancers,,"Action, Sci-Fi",
My Son Is a Criminal,1939,"Action, Crime, Drama",5.6
Blank Slate,2003,"Action, Crime, Drama",
Judo ichidai,1963,"Action, Crime",
Discarded,,Action,
Como tú me has deseado,2005,"Action, Comedy, Family",4.9
Marie,2001,Action,5.9
I skoni pou peftei,2004,"Drama, Action",6.1
Szarada,1977,"Action, Drama, Mystery",5.6
The Spear of Destiny,,"Action, Horror, Thriller",
Vixen Velvet's Zombie Massacre,2015,"Action, Comedy, Horror",4.1
Sovereign Man,,"Action, Adventure, Sci-Fi",
The Hanged,,"Action, Thriller",
Bira! Darna! Bira!,1979,"Action, Adventure, Fantasy",5.9
Detective Rishi #Phoenix,,"Action, Crime, Drama",
American Gladiator,,Action,
El vibora,1972,"Action, History",
The Legend of Trio Macan,2013,"Action, Comedy",
Marni: Gadis Berdarah Dingin,1984,Action,
The Turning Point,I,Action,
Katana of Blood,,"Action, Adventure, Comedy",
Todos Los Santos,,Action,
Sheng jian feng yun,1977,"Action, Drama",6.8
7th Dimension,2021,Action,
Forty Lashes Less One,,"Action, Crime, Drama",
Saving Jane,2017,"Action, Comedy",4.4
Bagsik at kamandag ni Pedro Penduko,1974,"Action, Comedy, Fantasy",
Here Again,2017,"Action, Adventure, Drama",
The Vigilante,2010,"Action, Drama",3.0
Chinatown: Sa kuko ng dragon,1988,Action,7.2
Zaczarowany rower,1955,"Action, Drama, Sport",5.4
Karma,IV,"Action, Thriller",
Thumboli Kadappuram,1995,"Action, Drama",2.9
Tezab,2015,"Action, Thriller",
Deystvuy po obstanovke!,1985,"Action, War",5.9
Nishan e Haider: Captain Mohammad Sarwar Shaheed,1980,"Action, Biography, History",
Ruff Ryders: Ride or Die,,Action,
Roshagadu,1983,"Action, Drama",6.9
The Couriers,,"Action, Adventure, Crime",
Mahanagaramlo Mayagadu,1984,"Action, Comedy, Crime",5.8
San shi liu sha shou,1971,Action,6.0
Slammed!,2016,"Action, Thriller",3.9
Furious Angel,,"Action, Thriller",
Heart of a Hitman,,Action,
"Anywhere, TX",2011,"Action, Adventure, Western",
The Red Ace,1917,"Action, Adventure",2.1
A Violent School Revolution,1975,Action,
Citizen Zombie,,"Action, Comedy, Horror",
Begirada,2020,"Action, Biography, Comedy",
Ningyô Sashichi torimonochô: Ukiyoburo no Shibijin,1958,"Action, Drama",
Malumm,,"Action, Horror, Sci-Fi",
Sluchay v kvadrate '36-80',1982,"Action, Drama",5.7
Tengkorak Hidoep,1941,"Action, Adventure, Horror",5.8
Super Idol,2001,"Action, Comedy, Fantasy",6.0
Revenge of the Dudek,2021,"Action, Adventure, Fantasy",8.6
Lola,I,Action,
The Jungle Warriors,,Action,
Koroshiya Noel Kanashimi Wo Matotta Sniper,2015,"Action, Crime",
Monopol,,"Action, Crime, Drama",
Los más buscados 3,2005,Action,8.4
Sex & Violence,,Action,
The Thief in Black,1964,Action,7.2
Jetman,,Action,
Risk bez kontrakta,1992,"Action, Adventure, Crime",5.8
Neutral Port,1940,"Action, Comedy, Drama",5.3
Untitled African Mercenaries Project,,"Action, Drama",
Baldo Is Coming,1971,"Action, Comedy, Western",
Beijing Blues,2012,"Action, Crime",6.5
I cavalieri dalle maschere nere (I beati paoli),1948,"Action, Adventure, Mystery",5.7
Paramnesia,2011,"Action, Mystery, Sci-Fi",4.4
An Echo in Time,,Action,
Robot Taekwon V: Wooju jakjeon,1976,"Animation, Action, Sci-Fi",5.6
Amheugga-ui hwangje,1994,"Action, Drama",6.1
Chasers,,"Action, Adventure, Drama",
Pirate Warriors of China Sea,,Action,
Hysteric,2000,"Action, Drama",6.6
Bloody Territories,1969,"Action, Crime",6.8
How We Fight,,Action,
Border Runs Red,,"Action, Horror",
Bunicul si doi delincventi minori,1976,"Action, Thriller",7.5
Follow the Dead 2,,"Action, Comedy, Horror",
Edge of the Empire,2010,Action,5.2
Enemy Unknown,,Action,
Anonymous Vol. 1 - The Dreamland Adventures the Mysteries of Atlantis,2020,"Action, Adventure, Mystery",7.8
Power and Fire,,"Action, Adventure, Biography",
Free the Dreamers,,Action,
Subterranean,2017,Action,
Kinmontô ni kakeru hashi,1962,"Action, War",4.9
Visiting Day,I,Action,
Lukas + Olivia: Supernatural Assassins,2023,"Action, Horror",
Bulggot,1975,"Action, Drama, War",6.4
Target Down,,"Action, Crime, Thriller",
Flower of Cambodia,,"Action, Drama",
War Eagles,I,"Action, Adventure, Fantasy",
Card Sharks,2001,"Action, Comedy",7.3
Phantom Territory,,Action,
Steel,III,"Action, Thriller",
Virando a Mesa,2021,"Action, Comedy",5.1
The Destroyer of multiverse,2025,Action,
22,2020,"Action, Thriller",
Branded a Bandit,1924,"Action, Adventure, Mystery",5.7
Death Spreading,,Action,
Trojan Horse,II,Action,
Sagrado Bandido,1982,"Action, Adventure",
Fractures 3,2022,Action,
Las 3 Matonas,2003,"Action, Crime, Thriller",
Innocent,2013,"Action, Drama, Thriller",6.7
Macho Gigolo,1981,"Action, Drama",
AKLA-RA: The Quest for the Capra Crystal,,"Action, Fantasy, Sci-Fi",
"Bro, Nampak Motor Gua?",2013,"Action, Comedy",4.9
Prinsipe Amante sa Rubitanya,1951,"Action, Adventure, Fantasy",
Manchester City vs Liverpool FC,2020,Action,6.0
Codename: Azrael,,Action,
Xi Bo Li Ya feng yun,2018,Action,
Dhana 51,2005,Action,4.1
Veer Azad,,Action,
Pi li long quan,1978,"Action, Adventure",5.0
In the Middle of Nowhere,1993,"Action, Crime, Drama",6.3
The Lantern,2007,"Action, Biography, Drama",
Contrabando salvaje,1988,Action,
A to Z,I,"Action, Comedy, Horror",
Shootings Under the Moonlight,1977,"Action, History, Thriller",6.2
Ghost Dinosaur,,Action,
Gold Mountain,II,Action,
Talisman,1951,"Action, Drama",
The Woman's Touch,,"Action, Adventure, War",
Kranthi,1996,Action,
Speed Madness,1932,"Action, Adventure, Drama",6.3
Chingari,1955,Action,
Dragon Head,,Action,
Boy Addict: May Liwanag pa sa Likod ng dilim,,Action,
Rangeen,2015,Action,
Provocation,2010,"Action, Comedy",
Residence 3,I,"Action, Comedy, Drama",
Rescuing Doctor Gachet,,Action,
Sabayan sa laban,2002,"Action, Drama",
The Bjorn Identity,2017,"Action, Adventure",
16 Hours,,"Action, Thriller, War",
Wolf Fangs,1927,"Action, Drama",
The Z-Nail Gang,2014,"Action, Comedy, Drama",8.2
Family Bond,,"Action, Comedy",
Chek,2000,"Action, Family, Adventure",4.5
Raising Dead,2002,"Action, Horror, Sci-Fi",5.8
Toofan Aur Bijlee,1975,Action,5.8
Rollin' Dirty,,Action,
Deadly Roses,1989,Action,
Barnum Was Right,1929,"Action, Comedy, Romance",6.1
Ladke Baap Se Badke,1979,"Action, Adventure, Drama",5.0
Street Fighter: Shadowlaw,,"Action, Adventure, Thriller",
Rise of the Phoenix,,Action,
Indiana Jones and the Chronicle of Peace,,"Action, Adventure",
The Brave Platoon,1987,Action,2.6
Chu Liu Xiang da jie ju,1983,"Action, Adventure, Fantasy",
